Business Category,Business Name,Review Date,Review ID,User ID,Number of Records,Stars
Restaurants,Capo's Italian Cuisine,2/18/2012,6S6TGSVe5qvSIBmMtkwBPQ,btc5cy4JHDNdoWyiptVjZA,1,4
Bars,Fireside Restaurant & Tavern,2/19/2012,Brn2LGp2yJJzcnE_-kY6Sg,rzHZ3iYVQe_8h2e42DbUsw,1,4
Bars,Tequila Bar and Grill,2/19/2012,HEEHYLZpHCupm7SZYmQVCw,0xBVXB3C8T2xsQ01sFRfKQ,1,3
Restaurants,La Scala,2/19/2012,jvP0skLx4d32R3hosxCKoQ,f6_wKPLlF1o9cBoDhvoMXQ,1,5
Bars,Nacho Daddy,2/20/2012,40ylUsjB_P9Ibpfy8cLxVQ,4Fj9QBaE6cc2Lm8vhbv5Cg,1,2
Restaurants,Scarpetta,2/20/2012,pOtymjNr4Q69KcY70x_StA,39fBaSkch83WRI7JO0LcPg,1,5
Restaurants,Shish Kabob House,2/20/2012,uSbooCgNxPz1xOJlKPVnNw,Rj0NbPLgbff4vW1lA8nmvA,1,4
Bars,Blue Martini,2/21/2012,WW8qcRrzpzPvQul_2EIn1g,ijg6K6Adnw6_ppRLn5Eq1Q,1,5
Bars,Moon Nightclub,2/21/2012,3CDziE2kG5_jmOBVCN-ArQ,b6MsyX8u-6k85XpmIHMDyg,1,4
Bars,SUSHISAMBA Las Vegas,2/21/2012,7SP_BdVRbhVVKZSicXV8Ng,WDeq2pBUP3bCXt8aW9nUew,1,4
Bars,The Beatles Revolution Lounge,2/21/2012,n23GSpLo0yUa65MgCkCNqQ,rqIihklROGn5KggyftIL2g,1,4
Bars,The Chandelier,2/21/2012,yMxH8GJnGoc3wF1yhhlRMw,E0ztmyXb3pcVABNqBmURVQ,1,5
Restaurants,LAVO Italian Restaurant & Lounge,2/21/2012,fnsF0CQdTjakuRhVi-NlzQ,O2Y25LVGe9PcGidUH2Qn3w,1,4
Bars,Grotto Ristorante,2/22/2012,7GETZJuwazrrnmkYCOPdKg,dU4TPMnb_D5vyIrSuIMIgg,1,3
Bars,Social House,2/22/2012,xYg-J80Ri-aPOZJdjd8ZNw,kUUPxuRZU_hQTlC-72ChCQ,1,4
Restaurants,Otto Enoteca Pizzeria,2/22/2012,ek1fsJB-fjllbxRXhWPXiw,3ydC_nltVBgKU7GEfPoceQ,1,5
Bars,Rouge,2/24/2012,gz023SPVbMuROYN6lIlPLw,xrnjyLsTbvIgPvdJehCIEg,1,3
Bars,The Griffin,2/24/2012,xKnwh5HBXokx2O6uhRzQiQ,7aQvAhgpdXqkTQEp8b8Szw,1,5
Bars,McMullan's Irish Pub,2/25/2012,kf4pn3FIMOtVkMVVtgbRiQ,6CSfZpXd2M2RuBgNzHqffQ,1,4
Bars,The Griffin,2/25/2012,F_V8jb5ilwXawNQWjFTeDA,TmvqI-IT23ogzdp05ctVhw,1,5
Restaurants,Il Fornaio,2/25/2012,6FIV1xwpCRIxDCNi_5w4xw,v-qoaJUlB6RFoy2Whkq4zA,1,1
Restaurants,LAVO Italian Restaurant & Lounge,2/25/2012,zD9TGQ2oSvIbQpyDX65GIw,Nu0oythh2v7FSfJb30d12g,1,4
Restaurants,Parma By Chef Marc,2/25/2012,tFuBHTFlinvhrcvLwoNQXQ,A7mfxlk0dIHZ05CeuA70bw,1,4
Restaurants,Pasta Cucina,2/27/2012,YI3bMxSZSNKBPwRkDsmgxg,XlM4LMUBSv4p1yW_PJLz7A,1,4
Bars,Numb,2/28/2012,SnkLwLS-MhR8qxa5abV_3A,cK3o1ZPULkgKA8YjVAQjiw,1,5
Restaurants,B&B Ristorante,2/28/2012,RBbEEb1qLbdJQTa8GuQMVg,5hl4FZtmCtKRsQM47FHBSw,1,4
Bars,Four Kegs Sports Bar,3/2/2012,e44Q88bVTdLhhqqQpSVgTQ,f4rOxAPJ_f_wDb5c6EI5vQ,1,4
Restaurants,Maggiano's Little Italy,3/2/2012,u0dS87ttzlBjmtVQwnFJKQ,rXXbSOG1yx9s-c-YpJz4YQ,1,4
Bars,Bond,3/4/2012,mbFPd-0nVmSFy5AoFVOS5g,Lkbgr6FEnSBJnlqTx9O83A,1,4
Bars,Gordon Biersch Brewery Restaurant,3/6/2012,RiSrT8VNSPTE5wAe0qo0_g,aqK2J9henAphrw0UlQ0S3Q,1,4
Bars,MIX,3/6/2012,JZaBRoQ0LcsNf7QsEQNpTA,RbuRUPyuq5--Y9HYbR0cbQ,1,5
Bars,The Chandelier,3/6/2012,22ypH2Pk41DBSatqWcp4SA,SB9L3xDwYybGrYNhQPRC9Q,1,5
Restaurants,Bartolotta Ristorante di Mare,3/6/2012,u1DHLRmuiJYkH_WkgaiD1w,ivtiFq9xdz-sh1LD7m-gLg,1,5
Bars,Beauty Bar,3/7/2012,xxnRsvZjTxGW3guWqTuQQA,G3NuvANiCbBi3qm9OnYc-A,1,2
Bars,MIX,3/7/2012,BhRCohTh8ieqXPJzVViq7A,U_30FZG0VUdAuxGR6kh9Yg,1,1
Restaurants,Maggiano's Little Italy,3/7/2012,ompUAsFr8QqRlsxU_5lbHg,P3owhtY3bi6sBVuYOJwq8g,1,4
Bars,Wolfgang Puck Bar and Grill,3/8/2012,UALilMJl96hp0ojN_9l7Mg,i1DxDoYJIYx6cakskeJwUA,1,4
Bars,First Food & Bar,3/9/2012,iOtiZyEwMqg3zevjir4WUA,kFsB6SONmpYUPUM9s7yn7A,1,4
Restaurants,LAVO Italian Restaurant & Lounge,3/9/2012,hjSb55eQ1Vmro-3GVSsJEg,x1bu5fuW5893h5gchwxENg,1,4
Restaurants,LAVO Italian Restaurant & Lounge,3/9/2012,2iYvfkFbuNBjtYNQFGO4_Q,yEQd9ElRX5r5A9tfOZ66AQ,1,5
Bars,The Chandelier,3/10/2012,4GyZW1UeHutKcnmobDhhjA,hvOaCEHu-3OJ0yFiDrWkjA,1,5
Restaurants,Pasta Cucina,3/10/2012,BAEqc1Vqbz1exIZF_BrvdA,fCMQtvN-G-djXIk1a8AigA,1,3
Bars,The Buffalo,3/11/2012,nF34zrozy8YwhUbjNR0P8g,7x3-B0yaO_hqXm42VKStzw,1,4
Bars,VooDoo Rooftop Nightclub,3/11/2012,kWR3JwWMDcpq6OF4l_HcYA,qq1iRXhrDQJjOk0kAHjwcA,1,4
Bars,Frankie's Tiki Room,3/12/2012,oGK8X7XA_BjqPUul9n7H8A,NfyrHToGY6aJu22U9oS8Xg,1,4
Bars,Nu Sanctuary Lounge,3/12/2012,OFCpy8cGdhlbPaAGIMWwtA,rspr9oO3B7V2dycrFTLrqQ,1,3
Restaurants,Battista's Hole In the Wall,3/12/2012,BLP1vjA8RLTMC48t4SaL2A,wdS-B2RePKHihD13rS0Q6g,1,4
Restaurants,B&B Ristorante,3/13/2012,rddFaAZAwb0hF2qMYY9mLw,crpqyqYqQ0UXcfwpcZ3Dtw,1,2
Restaurants,Casa Di Amore,3/13/2012,aRvf0NA22e5kgMwRHygIaQ,nVNQECwt1-2Cqx6zxP-KEQ,1,3
Bars,CUT,3/14/2012,75OV48rte7x2dvh2SHaklg,pKzxhw0dvjR-kxz6-x16ew,1,5
Bars,The Brentwood Cafe And Tavern,3/14/2012,zOyWe0YOzYcMAqWxbIjE5A,fRbqoHAkgC5MeW3x15mezA,1,5
Bars,The Griffin,3/15/2012,87r841njUCzLVAMUs4PfXA,WKnMKLdSmaBJKh7Mt0AGBg,1,5
Bars,Portofino by Chef Michael LaPlaca,3/16/2012,SlU7jOK56rw3NuYDFxYgPg,EX4jmv9Nbdd6ao2Oh3aTTA,1,5
Bars,The Chandelier,3/16/2012,BxNvBWG11ytc-EkQObctJg,oe_QopcqJ8RJMrW-DJLodA,1,3
Bars,The Chandelier,3/17/2012,Pb512ecKV2BN_NtzTxEcpQ,vOuk558ovS5g07fpQXgliA,1,5
Restaurants,Italian American Club Restaurant,3/17/2012,zU6qxzn8FChVASTE21l_sg,qh9ViAOEDVp27lRinGfsPw,1,5
Bars,Eyecandy,3/18/2012,vBxondf5cuUt0oUXQVurCQ,XXQ1hFoIC8F8bxwslptMrA,1,3
Bars,ISLA Mexican Kitchen & Tequila Bar,3/19/2012,5lYIe20ndNJDyKXkD2c63w,V_0CahGicKP-hGisyKc3AQ,1,4
Restaurants,Margaritaville,3/19/2012,SHtY5wmlV59Zk9vgcjPTjA,Wg_dKCbGn4FmLgBFfYk1iQ,1,2
Restaurants,Nora's Cuisine,3/19/2012,DxpD-HnSAhxrNYotBRnq_Q,Wah-GzGtbA6OeCGiJHjDVQ,1,2
Bars,The Griffin,3/20/2012,HExE2eOvHkaiMNuTvbgiMw,XKjj6QrxsBeM1CqX-_VFQg,1,5
Restaurants,Bartolotta Ristorante di Mare,3/20/2012,WHROFKBQVcyE9eK5Ek0kTw,BhaUO1dAF8RyoDJ7qFzL3Q,1,3
Restaurants,Martorano's,3/20/2012,j2nh1psUMPA6FnA5_WgrcA,S8NmQ8_0jP29SblEzEkDgA,1,4
Bars,The Chandelier,3/22/2012,qj9rhB7pOWoGlOSfgFwuFA,ZJ0SQQ9LDpMx88OFfEEmPQ,1,5
Bars,The Peppermill Restaurant & Fireside Lounge,3/22/2012,afvp9ZdyrAJDbykAbxjirA,9f73h9Wnzy1nAimAtJ6Qzw,1,4
Restaurants,D.O.C.G. Enoteca,3/22/2012,zmvlYwRX-P33rKy9O4VrpA,BpIXi537n43BFg8Q64a-3A,1,4
Restaurants,Margaritaville,3/22/2012,jKzuAJMSx8Xu0XUH_oqlxQ,1GaI7SOzjRCp-BAOop-8nA,1,5
Restaurants,Parma By Chef Marc,3/22/2012,3bqIR5pi129wRgyquq87EQ,XXNvCAE3-nwFgBAOMwSQQA,1,5
Restaurants,Drugstore Café,3/24/2012,pQFY71SjPpcwLSDNBgJCKQ,rF4k1F60yyXcmZm2kf5luw,1,5
Restaurants,B&B Ristorante,3/25/2012,LSiBnUHY5qrQBzjJZK-Vvw,neuz5QI9e4Fsxsnj-pvnTw,1,5
Restaurants,Scarpetta,3/25/2012,VcFP_vndrKzAsWUVWmfvJA,x6KhPMVyArzfb5Q3OJaDqg,1,4
Bars,PT's,3/26/2012,PvYYvYhKWa5n811nJC0zag,ZA4IiLKtp9-bB7D_qz50gA,1,3
Restaurants,Battista's Hole In the Wall,3/26/2012,aMxiM5yLmWHWTag3kt_7Uw,gi3YDP0XT9LNxgJbw3HN0A,1,1
Restaurants,Lakeside,3/26/2012,z_uP3_3rQcLyGLQ93m6YdA,muYw6tODqXHBcrCNxB9CYQ,1,2
Bars,Ghostbar,3/27/2012,7f5fnaUQiqVZF3L0d1l_Ug,96xJzxF9ovT0rWTHM-AcNA,1,5
Restaurants,Carluccio's Tivoli Gardens,3/28/2012,PbvPHyFYF6f5-bQHq6Fw8Q,OAd-vbR_POac1zHtu-Y2Zg,1,3
Restaurants,D.O.C.G. Enoteca,3/28/2012,BXSVznuClKjFu1v08iJdjg,YSJUaCfpJBp2ovA9wL92Cw,1,4
Restaurants,Drugstore Café,3/28/2012,hB7NvEnndumVjqYXp7haxA,C1cv0JYSBCJ-Qw4zX6ZUoA,1,4
Restaurants,LAVO Italian Restaurant & Lounge,3/28/2012,fCApgciaUWkvS0vQ8c29Og,L5J48U4acxyjgZ7JHeGDgg,1,4
Restaurants,Margaritaville,3/28/2012,U8kGdc4DPicPjPKtdrDa7g,pgD5UI0-_IkjdgEr_J4_AQ,1,2
Bars,City Bar,3/29/2012,B_m1_1GwYecaCPToIz-10Q,CqWHrA6o9WKmbYjtnoKkRA,1,1
Bars,The Chandelier,3/30/2012,0X2OSPssJItgze3XVJI0fw,JOu4EKGIVcm6WSShCjBf4Q,1,5
Bars,Vesper Bar,3/30/2012,Asdj7k_EDiRP-YtTG8JpRA,I3k8RjQpuYbCCtvtSNEHuA,1,5
Bars,View Bar,3/30/2012,4s521B6pOo9zaZF1gQHHfQ,aLnH0qJhmI-KVA_rfR-8QA,1,4
Restaurants,Carluccio's Tivoli Gardens,3/30/2012,9tJ7bvb75rdbtDYO3kWdQQ,c8kypFrsThVrZHKfv1KIeg,1,5
Bars,Gold Diggers,3/31/2012,bp-r_n3DdEpKjOAq5_Z4_w,So5HMCXthdTWncE5S4FevQ,1,4
Bars,Diablo's Cantina,4/2/2012,sePUBT3ml6lVlkbeZAT4rA,vMkexHC1Bya0VY9aOcE02A,1,3
Bars,The Griffin,4/2/2012,wVoQh-bPgZ0vBJufZwNWvQ,5zvluUo88izxKboCLoBUgw,1,4
Restaurants,The Bootlegger Bistro,4/2/2012,LZq1exOLa69X6ZlPAU-yzA,DOJM58OkGSsIdk2qCUZnLQ,1,5
Bars,V Bar,4/3/2012,MVztuyaC6kmtaK-XvT9G4Q,9VtrPXbHHVcHkeIgEUXtZg,1,3
Restaurants,Amore Taste of Chicago,4/3/2012,zMaIwGaFkd4aue_g3da8NQ,r1OTLwsimSd5u1p-onKx0A,1,5
Bars,Ghostbar,4/4/2012,4eDXlp29FxxAR8H5duDarg,UYz4tg3n09LITyTHJmm9Uw,1,3
Bars,ISLA Mexican Kitchen & Tequila Bar,4/4/2012,CVTSIUOI2pZI2z0wQQ7Agg,wbIU917ctOGp8-NdeVxIWw,1,3
Restaurants,Capo's Italian Cuisine,4/4/2012,RhxnlpDgVAz1cNGsbXo5aw,gDmsGyfZIt4In4bN5fvxgA,1,1
Restaurants,Maggiano's Little Italy,4/4/2012,Psq8HgCcoQJsHdydTLTMgQ,Kl0KsCJpF5qwTwkZ40cjyA,1,5
Restaurants,Mama Depalma's Pizza & Bistro,4/4/2012,m-TFfzR8qVR4alGO918-Lg,RkLFtp-j1pQotNqvOI6lag,1,5
Bars,The Sporting House Bar & Grill,4/6/2012,omuBTuPwCznsku0N5K8hiw,SXKeFswVpGUmWa0nEzA0pw,1,4
Bars,H2 EAU,4/7/2012,2GWWhiIjF-Fo6w3OnjxNgQ,2uBJ-tYoF5C0-p30iEiymQ,1,2
Bars,Nobhill Tavern by Michael Mina,4/8/2012,W8qPFjRNdv05cseLvtJfTg,0QH_h9h7tWUN90jrJhw1fg,1,3
Bars,BJ'S Cocktail Lounge South,4/10/2012,Me6kuwMnA41n0IBr518Q4g,DrWLhrK8WMZf7Jb-Oqc7ww,1,3
Bars,Blue Martini,4/10/2012,zJM7h8SaXH4pMyPcynddnw,AgtFQVxo-PGQVsOdY6Nvdg,1,4
Bars,ISLA Mexican Kitchen & Tequila Bar,4/10/2012,VeNU0adyKCRD-K_RyPX0eg,GIsUAlUktFGCwtRsWbAFmA,1,5
Bars,Level 107 Lounge,4/12/2012,A6JPU00GpRucqCRpUxZqpA,xGTSn8aKFDgbQKuXRhkGaQ,1,5
Restaurants,Maggiano's Little Italy,4/12/2012,NQmrGrO7ZEhzmMnEXl34YQ,4QZ3p9BjH3Jvj4JJlLe2vQ,1,5
Bars,Fat Tuesday,4/13/2012,imlTJlRha8OZ7FngpzO-dA,Ox_TgDuw5lx9hwHa4HTDkg,1,5
